,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,noise
21,5x3dpf,141.7142857143,96.7407407407,1764.5762711864,-180.7727272727,1702.717948718,3422.6666666667,2914.6571428571,39433.2040816327,5940.9351851852,261478.605898123,218292.653846154,345304.873786408,388345.928571429,81252,37812.4782608696,32539.2795698925,60687.724137931,102110.02,77805.4122807018,133907.771428571,57564.7317073171,45364.8333333333,47693.8351648352,54710.5,58876.4615384615,58933.3703703704,71581.25,63234.4861111111,45893.6607142857,38495.8723404255,42327.1282051282,56409.0735294118,55917.1304347826,68119.9696969697,63944.6279069767,62061.5567010309,840647.329457364,650842.319148936,564170.8,531873.46875,579444.6,551802.489361702,328752.018518519,224629.951219512,192872.875,168191.525,76557.8904109589,58345.0666666667,43618.8125,36874.7666666667,42955.1428571429,33605.2916666667,41606.0769230769,45966.8974358974,47741.6451612903,58768.724137931,68476.8157894737,71813.3076923077,84397.2537313433,90120.4025974026,81587.0588235294,86112.1935483871,88601.7272727273,98143.2448979592,144046.192307692,12136.96875,11885.9642857143,14808.7857142857,16000.8636363636,21400.32,26899.36,26739.0769230769,35443.0857142857,24281.1785714286,17474.5384615385,18834.7636363636,9588.3846153846,8370.8518518519,14236.8861788618,47498.4319727891,21099.4117647059,35436.4912280702,40828.4848484848,35119.3442622951,36175.1041666667,24635.6470588235,18286.2192982456,2920.1029411765,5388.7692307692,11348.8823529412,8867.64,5375.3684210526,7405.7692307692,7222.125,13320.3636363636,11411.55,30618.5,76088.6956521739,41707.0588235294,45724.95,42087.25,65449,65680.5833333333,102500.166666667,65428.6785714286,61134.9230769231,30129.4042553192,56862.1090909091,91784.6576576577,33050.6534090909,1358.1519607843,345.7565789474,192.9260450161,12565.2272727273,40467.6853932584,57808.7755102041,72931.5157894737,492.5416666667,1081.9785714286,37059.4688026981,2850.3525179856,371.6946107784,6146.4163701068,22470.0157480315,27510.4390243902,650.9642857143,1366.38,3881.1230769231,4162.0571428571,1509.1081081081,1021,1087.6666666667,19260.157480315,22541.3947368421,23417.6,3256.1666666667,3151.7960526316,12022.2448979592,2386.464,12300.0804289544,13842.2975206612,3790.610738255,11474.9285714286,18762.8214285714,41342.4825581395,28682.4255319149,12394.1596009975,1562.1777777778,17278.3369565217,15183.6703296703,12455.3540268456,6165.2409638554,7023.8767123288,1647.591160221,1226.0734463277,9899.6642599278,5946.2432432432,12359.3539823009,3851.2444444444,6379.9649122807,16312.6896551724,27917.5512820513,42495.7906976744,70099.1666666667,88915.65625,86804.5,91878.2083333333,91127.5,98781.59375,128718.261904762,142770.689655172,65586.9264705882,25941.1363636364,7605.9375,1704.2325581395,179.2751091703,-17.969924812,554.696969697,314.2171052632,449.79,1659.9756097561,-261.52
22,10x3dpf,-10.1904761905,187.7037037037,1401.9322033898,356.4545454545,245.641025641,621.5,522.5142857143,59548.4897959184,1682.2777777778,159651.975871314,158793.038461538,374635.776699029,355195.111111111,105238.681818182,38479.5869565217,28564.1505376344,59424.7586206897,109971.84,77810.9561403509,164259.342857143,55140.1951219512,34270.3333333333,36090.3406593407,47741.5714285714,56645.0192307692,54828.6296296296,78441.6111111111,68605.2777777778,47056.9107142857,37162.1914893617,41711.4871794872,59738.4264705882,53352.5217391304,67209,57551.3720930233,46392.5670103093,702568.399224806,675382.085106383,579624.25,532421.84375,564411.44,589560.212765957,361025.851851852,249403.024390244,227078.267857143,196538.925,95554.9863013699,73121.4,51559.475,32380.2,40124.5238095238,31314.7916666667,46908.8974358974,52367.8717948718,50896.9677419355,61970.6379310345,61919.5,63513.2692307692,82971.5671641791,91686.1038961039,78428,80047.1612903226,78421.5,84566.9591836735,117454.487179487,14195.84375,15053.9642857143,20656.5,20839.4090909091,31894.36,39042.12,40993.7948717949,56564.7142857143,40678.25,29245.9230769231,30819.3636363636,17712.5384615385,9806.4444444445,20061.0894308943,66491.7176870748,28907.1764705882,47523.1754385965,55658.9242424242,47825.1803278689,46146.875,31494.0588235294,24483.6052631579,4830.8774509804,6420,12406.1470588235,9708.52,7512,10485.7692307692,11165.6,20794.0303030303,16190.4875,28302.3048780488,86913.3913043478,54658.3529411765,53603.2,58227.0625,88367.25,95335.4444444444,150984.416666667,101951.035714286,89942.8461538462,44824.2978723404,39966,56878.8288288288,40367.4261363636,1371.568627451,578.8618421053,71.3633440514,16909.9090909091,49826.1179775281,69800.4489795918,92283.0947368421,555.5416666667,388.0785714286,34560.8853288364,1720.0071942446,-234.9101796407,9760.1886120996,9229.7559055118,11413.2682926829,548.8571428571,1347.64,3278.3076923077,2840.0285714286,620.9189189189,1071.84,486.619047619,8102.2755905512,9904.8421052632,10822.8857142857,3614.4637681159,12720.3980263158,3959.3367346939,936.848,6081.6434316354,13326.8953168044,2861.5704697987,7855.3,14411.4285714286,42019.5697674419,15727.5531914894,5421.1197007481,1410.5666666667,27821.7934782609,23643.7472527473,11651.4513422819,2566.0843373494,2696,1606.2596685083,1355.9209039548,9847.4368231047,11012.6216216216,20247.8938053097,6944.0222222222,7981.7719298246,19433.8275862069,35862.7051282051,52783.3953488372,88593.0714285714,123213.78125,117522.642857143,125650.916666667,122213.642857143,127311.71875,153031.595238095,181476.362068966,87279.5441176471,34470.8636363636,9767.5,2544.5581395349,-156.2183406114,-29.9398496241,365.4166666667,73.1973684211,206.82,1432.8536585366,-169.32
23,10x3dpf,-272.3333333333,-59,1378.9322033898,-161.1818181818,539.3076923077,1255.3333333333,1452.8,63265.2993197279,3439.0277777778,134150.193029491,144076.076923077,379982.291262136,370935.698412698,109960.386363636,38595.2608695652,28472.6666666667,64631.0689655172,118286.16,80206.2631578947,164702.5,54643.9512195122,31103.3095238095,33829.967032967,45607.7619047619,55037.5961538462,54217.6666666667,78127.8055555556,69144.1666666667,48546.7857142857,39223.7872340426,44682.7435897436,62636.7647058823,56684.5652173913,68827.7878787879,60375.4418604651,47263.5360824742,799368.980620155,769088.872340425,661237.8,613099.96875,639915.12,636759.829787234,397190.666666667,276077.634146341,248226.910714286,198696.4125,100709.602739726,76153.4333333333,52496.15,32739.6333333333,39333.1428571429,33179.875,48978.2820512821,54322.3846153846,51903.1935483871,62955.8965517241,62604.1842105263,65703.2692307692,87993.8358208955,98417.9480519481,88052.1176470588,87601.7096774193,86487.8181818182,91064.2244897959,119257.243589744,15827.78125,16017.6071428571,21977,22072.3636363636,33816.68,41401.72,43769.3846153846,57882.0857142857,43727.9285714286,31199.4615384615,32160.8,19088.9230769231,9667.6666666667,21166.7642276423,73879.5340136054,32780.4117647059,53269.9824561404,62553.1212121212,53165.4098360656,52145.8958333333,36582.4509803922,24585.2192982456,4721.9019607843,5907.8717948718,11238.0588235294,9191.84,9076.052631579,11339.8461538462,13447.65,22159.1818181818,18339.4625,42243.9024390244,92304.6086956522,62384.4705882353,69398.75,63231.9375,95020.4166666667,107069.972222222,159671.75,110173.25,97648.4615384615,49901.4042553191,45511.0727272727,65395.1621621622,45339.6477272727,1285.0392156863,391.5526315789,72.4083601286,19454.1420454545,58419.1629213483,83288.3265306122,107358.431578947,1521.3784722222,1718.8428571429,48851.3406408094,5048.9856115108,963.7784431138,10830.0818505338,12265.937007874,14699.6097560976,1149,1799.6,4872.0923076923,4195.6285714286,1643.2162162162,1364.36,984.6428571429,10961.8503937008,12686.8157894737,14121.5714285714,4353.6739130435,8590.552631579,7859.3979591837,2989.744,9065.7774798928,18097.0137741047,4289.9026845638,12333.2285714286,21196.5357142857,46249.8023255814,20202.5106382979,7657.1172069825,2213.6,29048.9891304348,25178.1538461538,16511.033557047,2343.4457831325,2650.5205479452,1292.8011049724,1431.813559322,12824.6209386282,9919.1891891892,20693.5752212389,6793.0444444444,8926.7719298246,21696.8965517241,39916.1153846154,60899.8837209302,101628.761904762,135293.5625,136149.928571429,141184.291666667,138112.642857143,147757.75,180647.404761905,207489.224137931,102402.544117647,41781.3787878788,13418.8333333333,4050.9767441861,-300.4454148472,-318.6015037594,302.6742424242,84.8355263158,393.79,1537.5365853659,-573.96
24,10x3dpf,596.8571428571,744.962962963,2378.2881355932,691.4090909091,1176.1025641026,1948.3333333333,2055.9714285714,55510.7278911565,3267.2962962963,129586.597855228,142260.615384615,314574.097087379,261567.817460317,90467.1666666667,31904.652173913,25612.2903225806,50590.5344827586,85803.2,68472.2456140351,141826,44986.4878048781,27073.7380952381,30619.0879120879,41887.4047619048,49597.9423076923,50019.5185185185,68303.7361111111,59443.1666666667,41399.5178571429,34895.829787234,39670.1794871795,55085.4705882353,48996.6086956522,59420.0909090909,50974.2093023256,40999.4329896907,577600.759689922,502969.468085106,434580.05,409088.5625,437152.34,441299.191489362,275449.962962963,194261.219512195,179027.160714286,146955.575,74249.9452054795,56835.2333333333,39190.5625,31282.3,34241.1428571429,26931.3333333333,41544.3846153846,45707.6666666667,45030.6774193548,53336.9310344828,54453.4473684211,57130.0384615385,75535.9850746269,84587.1818181818,75212.2941176471,78859.1935483871,79590.9545454545,89876.4693877551,141825.346153846,9457.59375,11491.75,16950.4285714286,17314.5,27339.44,34164.68,36134.0256410256,48319.3428571429,33755.6428571429,24046.3846153846,24918.5090909091,12705.5,7877.5925925926,17185.1219512195,52052.8129251701,22653.8529411765,36883.649122807,42499.1818181818,35358.0983606557,33191.5208333333,22089.8235294118,15384.5438596491,3228.862745098,5335.6153846154,11013.9705882353,9729.48,5249.3684210526,9319.7307692308,8892.25,17399.2575757576,14427,21298.1463414634,65242.652173913,47311.7058823529,43991.75,45070.71875,74478.8333333333,76787.3611111111,116328.541666667,76212.8214285714,68505.3461538462,34664.1276595745,32148.7818181818,49463.7027027027,31620.6818181818,1128.0833333333,412.3815789474,-56.3279742765,12975.8238636364,38955.5674157303,54882.7959183673,70550.5315789474,888.4201388889,1074.9607142857,22051.0084317032,1844.654676259,471.1736526946,9378.4448398577,8750.5275590551,10320.2926829268,1236.5,2144.14,5262.8923076923,5569.4,2436.8918918919,2093.92,1550.7142857143,8024.9763779528,9005.1578947368,9337.6,3738.1884057971,7236.9605263158,3416.2551020408,1223.704,5211.3404825737,8707.3884297521,3627.1510067114,6722.7857142857,12689.7321428571,33120.3023255814,14852.4680851064,5744.5386533666,2013.3888888889,22215.4673913043,19377.956043956,7869.5553691275,2127.0361445783,2354.904109589,804.3314917127,427.7401129944,5698.9205776173,8836.1081081081,14676.5221238938,3508.4222222222,4999.4385964912,13189.5172413793,25879.0384615385,40467.4418604651,67019.7380952381,93924.46875,94682.5714285714,100064.083333333,98636.5,99063.3125,117142.571428571,135799.706896552,67688.75,28814.7424242424,9831.5208333333,3876.3255813954,-280.1091703057,-128.9398496241,354,159.6447368421,473.12,1532.0975609756,253.6
25,head,46.1428571429,374.8888888889,7383.3220338983,553.9090909091,805.2564102564,984.3055555556,1387,85121.537414966,3721.7037037037,114593.847184987,139062.269230769,416025.446601942,347606.373015873,137499.242424242,46964.4347826087,33896.3655913979,78948.7413793103,147985.94,97861.4385964912,214954.614285714,54268.0731707317,30242.1666666667,35227.3736263736,52956.4047619048,63677.3653846154,62215.8148148148,92475.1944444444,81936.0138888889,55012.375,46244.3404255319,54034.1282051282,77424.2647058823,65785.6956521739,80800.8484848485,66807.488372093,46889.6804123711,756184.375968992,796285.29787234,680584.8,620095.4375,706336.02,646633.744680851,428442.62962963,304523.56097561,283973.232142857,228050.575,121474.876712329,99367.9333333333,74431.725,89171.3666666667,47458.9047619048,38501.0416666667,61773.6923076923,67514.1538461538,66043.5806451613,77492.6896551724,68866.8421052632,73479.3461538462,102465.656716418,118346.272727273,99357.3529411765,102383.967741935,98105,101940.408163265,135087.166666667,29622.71875,29489.2857142857,35952.3571428571,36808.4090909091,52817.72,62686.64,64683.7179487179,86639.0571428571,63410.8214285714,46129.2307692308,49907.8727272727,30171.5,18315.9259259259,30182.1869918699,96680.1462585034,49154.7647058823,73424.2280701754,80738.5151515152,68703.9180327869,70704.7083333333,49929.2352941177,25885.3245614035,9264.887254902,8166.9230769231,14221.9705882353,7774.32,9998.4736842105,16376.8461538462,14492.45,30508.7121212121,27633.4,54298.6829268293,85448.7391304348,78943.5882352941,82945.65,63662.125,133932.625,137012.777777778,217891.416666667,154944.107142857,132101.538461538,73000.085106383,40979.4363636364,40836.3693693694,45990.9715909091,2385.0588235294,1437.6973684211,762.3376205788,23425.7840909091,66276.7134831461,89745.1632653061,121941.510526316,-656.4583333333,595.7785714286,45709.3794266442,3551.8201438849,-221.0359281437,13447.0604982206,751.6771653543,327.4146341463,-891.9642857143,1179.34,4979.3538461539,7525.9142857143,912.1621621622,5.2,179.1904761905,1133.062992126,1154.2631578947,1708.6571428571,4017.5217391304,13926.4802631579,2783.0102040816,1788.832,3615.5067024129,16857.5895316804,4935.788590604,12999.5714285714,19823.2321428571,48378.976744186,10698.829787234,3250.897755611,1621.8,40665.5652173913,35615.2637362637,16532.6677852349,1797.9638554217,1252.7671232877,889.7127071823,78.4802259887,10854.8014440433,8878.5135135135,25370.6637168142,5129.9111111111,6631.5263157895,22068.7413793103,43907.7820512821,68119.6511627907,118643.928571429,158070,168719.928571429,165998.125,170915.285714286,173280.21875,217560.047619048,242421.344827586,120391.573529412,54855.2727272727,21850.4375,9959.488372093,548.3449781659,187.1729323308,2305.5075757576,442.5328947368,802.83,2078.3658536585,-225.08
26,head,899,300.8148148148,4653.4237288136,1012.3181818182,-645.6923076923,243.5,-91.2285714286,102094.755102041,2138.3240740741,110558.211796247,151763.769230769,491738.922330097,416033.436507937,158493.598484848,48583.6739130435,34998.3978494624,102630.155172414,201686.6,116446.184210526,251944.685714286,55387.4634146341,27795.1904761905,34775.7362637363,56600.3333333333,70092.6153846154,70014.5925925926,105378.430555556,91850.5277777778,59021.3928571429,50236.5744680851,60422.5641025641,87296.3823529412,72073.1304347826,91751.9090909091,71053.3953488372,47285.5773195876,932607.593023256,982297.340425532,845540.25,779539.40625,879629.62,798282.127659575,508334.462962963,367353.658536585,343597.535714286,265967.3625,139903.123287671,115380.8,80395.825,110509.1,54481.3333333333,38724.0416666667,66175.9743589744,73106.4102564103,74688.9032258065,84578.4310344828,68405.4473684211,74415.5384615385,107291.298507463,122242.246753247,93935.2352941177,96064.2258064516,88385.1818181818,85699.9591836735,108599.230769231,29552.125,31227.1071428571,39430.3571428571,42449.5454545455,61529.28,73819.2,75367.0256410256,102051.028571429,71388.3571428571,52522.2307692308,55474.0909090909,31625.0769230769,17493.4074074074,34219.4715447154,120686.527210884,56668.0882352941,91665.0526315789,102891.787878788,90932.0819672131,98820.3333333333,71117.8039215686,33033.701754386,9816.681372549,8249.4358974359,13024.9117647059,6479.8,12460.9473684211,18097.9230769231,16818.5,34919.6212121212,28180.325,71169.9390243902,150767.695652174,92076.9411764706,125850.45,102600.0625,172428.25,183393.166666667,260631.833333333,194228.964285714,150354.384615385,90806.8510638298,47960.6,42610.7477477477,73651.0625,1848.3529411765,624.9802631579,971.7009646302,29802.9431818182,96822.9943820225,137398.795918367,186787.094736842,1642.7534722222,-932.3142857143,72099.0607082631,3193.4892086331,-397.7844311377,16376.2455516014,41.4724409449,-147.8048780488,-933.7857142857,606.22,5115.4307692308,7707.2571428571,501.5135135135,-51.36,-804.3333333333,-90.2283464567,-1.9473684211,762.5714285714,4370.615942029,28473,746.5918367347,247.184,3527.2225201072,27263.696969697,5727.8825503356,12847.2142857143,29370.7857142857,65007.4127906977,9972.2765957447,2171.3990024938,913.4333333333,48229.8695652174,41488.9120879121,26475.0855704698,2208.7108433735,1803.0684931507,1819.6574585635,343.0903954802,18442.7653429603,17438.6756756757,31238.7433628319,5505.4,8961.701754386,32265.7413793103,59594.1025641026,91088.2325581395,157846.69047619,223441.40625,210913.714285714,234190.041666667,227229.571428571,246412.90625,322803.571428571,372848.413793103,179340.382352941,78866.6666666667,30628.7708333333,13410.1627906977,778.6986899563,280.2105263158,2625.6212121212,541.8486842105,274.71,1961.5609756098,98.64
27,head,167.380952381,1253.2962962963,4320.0508474576,1822.2272727273,-1320.0256410256,125.6111111111,746.4571428571,116121.340136054,1711.6851851852,147838.72386059,217059.192307692,583900.786407767,519018.023809524,179456.371212121,58600.347826087,42921.6129032258,125451.965517241,235257.8,142784.421052632,284062.071428571,71702.8536585366,35725.9761904762,43291.0769230769,68947.8571428571,85853.1538461538,85033.962962963,124981.319444444,108502.277777778,72997.1785714286,62883.5744680851,75399.2564102564,105760.088235294,92890.652173913,109305.393939394,93173.6976744186,64713.5154639175,1190105.4496124,1230408.89361702,1054367.65,958532.84375,1068741.82,968809.29787234,629853.407407407,437709.390243902,402754.553571429,315427.6,166446.342465753,129229.133333333,91680.6,112369.333333333,78691.1428571429,55497.4583333333,77798.9743589744,85307.8717948718,83697,99219.7068965517,89602.1842105263,94766.7307692308,131490.835820896,147752.844155844,124836.529411765,120076.870967742,114735.318181818,109390.510204082,133387.064102564,32050.59375,34461.8214285714,44339.2142857143,48657.2272727273,66923.64,80452.96,85253.7948717949,108687.2,80560.4285714286,59595.0769230769,57782.8727272727,33036.1538461538,13582.8148148148,39249.5447154472,142427.295918367,67097.7058823529,108722.333333333,125121.060606061,107165.655737705,110154.25,81222.7647058823,35877.1666666667,9031.1666666667,7004.5384615385,11920.2058823529,7516.72,11940.5789473684,19815.1923076923,18779.075,38693.3787878788,37013.4875,101083.195121951,167876.347826087,130884.235294118,157723.7,133163.625,189579.166666667,228732.527777778,290513,236327.892857143,182578.576923077,112994.574468085,58299.3272727273,51298.4144144144,85592.5056818182,2323.9264705882,1247.625,1964.9742765273,42652.8579545455,122022.056179775,171383.448979592,221418.8,2134.4965277778,1486.65,104354.374367622,2753.8920863309,296.754491018,19152.5231316726,1349.968503937,1037.756097561,524.6071428571,1840.38,8320.0307692308,12236.7714285714,2205.5675675676,884.16,1334.5476190476,2346.7952755906,2307.7105263158,3732.9142857143,7851.268115942,41346.6776315789,2828.5306122449,2334.304,11229.4048257373,35577.5895316804,8668.966442953,24003.5857142857,46756.3214285714,76010.2209302326,14556.829787234,4288.1970074813,4191.4222222222,58029.6630434783,50437.8901098901,37293.7013422819,3512.5060240964,4160.904109589,3161.6187845304,2543.2881355932,29114.4945848375,18316.8378378378,38970.0884955752,12320.0888888889,16733.4561403509,45529.1206896552,83284.4871794872,124280.604651163,205379.642857143,266690.0625,270801.714285714,282194.416666667,283784.5,302993.34375,385592.952380952,431677.362068966,206639.014705882,83316.7272727273,27213.0625,10024.0697674419,11.1746724891,154.5563909774,2167.946969697,405.2105263158,230.44,1400.5853658537,-45.96
28,head,-114.0476190476,211.6296296296,2807.2881355932,1035.8636363636,590.8461538462,2109,909.9428571429,114380.904761905,3196.2407407407,113319.603217158,168110.384615385,555657.737864078,486477.087301587,176174.742424242,55965.2391304348,41830.8064516129,117718,226302.08,129987.675438596,278928.271428571,61720.1219512195,31528.5238095238,38996.3296703297,65150.9523809524,79534.1538461538,79034.6296296296,117883.375,102857.333333333,66524.5535714286,58197.170212766,69365.358974359,99394.4852941177,82227.7826086956,104529.545454545,80723.1627906977,54020.6391752577,1124350.13178295,1168329.72340426,992453.55,897401.28125,1038427.68,923646.872340425,585535.611111111,424306.804878049,394911.767857143,300940.125,158764.273972603,131761.933333333,89707.4125,117996.8,62704.7142857143,46421.7083333333,76530.7948717949,80078.358974359,79774.5806451613,93458.724137931,80481.7368421053,87006.1538461538,124122.164179104,141236.922077922,107697.352941176,111033.35483871,102937.227272727,98659.4285714286,125266.333333333,37816.6875,39339.6071428571,48369.3928571429,50436.9090909091,71514.92,85100.44,85650.8461538462,113794.571428571,79084.5714285714,56481,61076.4181818182,33695.3846153846,17544.7777777778,38615.0162601626,139569.863945578,62705.9411764706,105389.859649123,116788.651515152,99039.4754098361,106426.291666667,76481,33337.3947368421,8307.2303921569,6526.6153846154,12556.1764705882,6322.28,12183.1052631579,20327.3461538462,17156.2,38492.6060606061,35443.2375,102710.951219512,138104.826086957,121310.352941176,149538.8,104257.4375,203866.708333333,213455.777777778,299237.083333333,218511.285714286,169406.846153846,99209.7446808511,52628.4909090909,50277.2522522523,75473.1590909091,559.4852941176,-659.9342105263,-118.7620578778,37946.0113636364,114689.494382022,155473.775510204,203553.489473684,2397.8576388889,2217.4714285714,95055.4654300169,3824.2086330935,880.9820359281,19454.3060498221,2059,1541.8048780488,245.3214285714,2857.3,7873.5076923077,10494.6,2176.5675675676,1875.88,1480.2619047619,2540.1811023622,2719.7894736842,3898.1714285714,7698.4782608696,37602.4934210526,3671.8775510204,2862.76,10793.9142091153,33240.4049586777,8970.110738255,26097.4,43008.4285714286,72247.9476744186,11552.1914893617,4486.2668329177,4735.6777777778,58078.2826086957,48507.2197802198,34087.7818791946,2622.3975903615,2537.698630137,3188.1215469613,2767.395480226,27453.6281588448,18059.1081081081,39142.982300885,10131.0222222222,16858.2105263158,46330.7586206897,79549.9487179487,122979.023255814,207163.761904762,258190.21875,261991.071428571,267220.791666667,274021.571428571,284121.96875,374542.19047619,391194.224137931,173994.161764706,71589.2424242424,23986.0833333333,7389.0465116279,280.9170305677,-97.6240601504,2143.4696969697,444.7565789474,607.67,1906.756097561,-424.96
29,head,338.8095238095,-27.5555555556,2991.9491525424,394.5454545455,896.2307692308,2593.3888888889,1490.6285714286,111647.557823129,2932.1203703704,96549.4504021448,134377.346153846,520878.126213592,442552.476190476,167353.727272727,51540.2391304348,38343.6129032258,109867.086206897,215566.16,122512.289473684,267758.471428571,58751.1951219512,27403.5952380952,34987.1648351648,59761.9285714286,74713.0192307692,72315.8148148148,112293.138888889,98412.1111111111,64755.2678571429,55073.5531914894,66170.717948718,96080.6764705882,78955.6956521739,100010.242424242,79248.9534883721,51329.0515463918,1013479.79069767,1055625.29787234,897005.4,817109.78125,931578.34,867018.914893617,553380.592592593,391381.195121951,363077.357142857,278584.475,148786.136986301,121982.133333333,85261.725,115450.933333333,63751.619047619,44906.1666666667,72361.3846153846,76679.3333333333,75392,90356.5517241379,76720.2368421053,81527.6538461538,120044.701492537,138077,109054.941176471,110042.225806452,102678.227272727,99695.9795918367,120597.782051282,31694.625,33512.0714285714,43224.1071428571,44418.7727272727,65016.64,78041.12,79373.7948717949,107243.142857143,74997.5357142857,52951.8461538462,56810.1272727273,31125.7692307692,15141.5185185185,36106.2520325203,129033.598639456,58298.7941176471,98222.7894736842,110139.363636364,94693.0655737705,102248.270833333,73342.8235294118,32251.8947368421,8443.6617647059,7074.641025641,12448.2352941176,6130.2,9542.3684210526,19169.3461538462,15976.1,37189.1515151515,31866.6875,84906.0609756098,142544,103363.647058824,138391.2,102625.125,182416.666666667,197826.111111111,289589.541666667,212130.392857143,170035.230769231,96392.2978723404,47906.4545454545,46669.6576576577,75661.9602272727,1760.2843137255,543.3881578947,805.9903536977,35866.4147727273,106660.056179775,149403.857142857,198394.715789474,3000.5451388889,1986.5607142857,82594.8802698145,3452.0791366907,921.2874251497,19018.9145907473,1688.5118110236,1909.2926829268,963.75,2411.82,7974.2615384615,12007.4285714286,1767.3783783784,1212.64,1302.6904761905,2549.6062992126,2428.7105263158,3598.1428571429,7846.6231884058,33075.2039473684,3449.3163265306,2481.824,8351.0134048257,30404.1432506887,8162.922818792,20899.2714285714,37917.8928571429,70114.523255814,12178.3404255319,4120.6957605985,4166.0333333333,55911.2173913043,47750.0879120879,30277.5906040268,2063.3253012048,1777.4109589041,2492.9944751381,1747.4406779661,23272.4223826715,14412.7567567568,36691.814159292,8198.4,12674.0701754386,38944.9655172414,70526.6025641026,106015.023255814,181267.476190476,239952.3125,242336.142857143,252301.583333333,251727.928571429,268120.75,349225.523809524,387972.620689655,180675.794117647,76501.0909090909,27268.9375,10347.3255813953,843.9868995633,282.7669172932,2376.6666666667,770.875,974.14,1859.4878048781,-1086.32
30,head,-97.0476190476,437.8518518519,4801.8813559322,773.5909090909,3975.3846153846,7427.4166666667,7650.2571428571,156391,8824.212962963,133510.117962466,204953.538461538,738398.747572816,642887.968253968,221009.075757576,62060.3913043478,51178.3010752688,169079.844827586,326688.4,173133.052631579,362451.228571429,75266.8536585366,34904.119047619,51282.1208791209,85940.9285714286,107303.634615385,105768,159261.236111111,140470.375,95332.1428571429,85439.6382978723,102178.128205128,142656.411764706,119511.47826087,149843.636363636,121296.860465116,88743.8350515464,1581260.1744186,1548676.95744681,1320347.9,1215381.3125,1374348.36,1229138.9787234,753935.685185185,534899.195121951,496243.392857143,363391.7,186464,151486.2,96638.05,132900.866666667,76577.7142857143,54930.1666666667,96004.9743589744,102050.230769231,101546.225806452,123540.310344828,107502.526315789,111584.307692308,158917.76119403,179872.012987013,137377.352941176,139373.129032258,127923.954545455,121327.06122449,143945.320512821,37589.28125,38861.9642857143,52659.75,55348.4090909091,84354.24,101079.24,103126.384615385,141018.942857143,95955.3214285714,65170.9230769231,70672.9454545455,35112.8076923077,10357.962962963,45452.4390243902,184843.12244898,76844.1764705882,136077.333333333,154475.53030303,134312.278688525,152282.125,103769.823529412,41718.8596491228,7394.3088235294,4830.1025641026,10363.2352941176,5672.84,12355.4736842105,25269.7307692308,19723.775,49157.9545454545,44681.575,135473.804878049,229699.260869565,151611.529411765,223950.45,161698.0625,270336.541666667,287111.888888889,403608.375,294766.714285714,224914.692307692,136842.808510638,68956.6181818182,60567.2072072072,113538.784090909,125.0098039216,-611.1973684211,740.9807073955,53594.0568181818,167350.078651685,232414.93877551,303631.778947368,6066.28125,3376.85,144018.659359191,3021.5971223022,1338.1616766467,26090.3274021352,3239.7716535433,2327.0243902439,1360.5,4332.56,9562.0769230769,13089,4838.7297297297,3390.88,2826.1904761905,4202.5354330709,4318.052631579,5378.8857142857,11855.0797101449,59161.3190789474,4569.5,4744.92,27798.600536193,38229.3168044077,12652.2181208054,30752.5571428571,62310.4285714286,100664.593023256,17877.1489361702,5521.4014962594,4742.3,75990.9456521739,66289,50584.7986577181,2308.0722891566,2265.4246575343,3335.8895027624,2485.4350282486,37974.7761732852,17897.0810810811,49073.2477876106,10881.1555555556,17544.7894736842,57449.0517241379,103225.666666667,157004.209302326,271915.80952381,351804.46875,354104.071428571,374015,374577.357142857,404992.40625,536731,602201.482758621,281469.985294118,120455.96969697,44199.3958333333,17625.6279069767,1548.519650655,1432.5112781955,3498.3333333333,2248.5460526316,1524.88,2601.7073170732,-643.76
